,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Year
,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,
63,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2002
64,61,Etan Thomas,"Nov 1, '01, WAS @ ATL",23,9,409,7084,890,1734,0,0,561,930,677,1927,149,128,427,385,889,2341,.513,,.603,17.3,5.7,4.7,0.4,2002
65,62,Jamaal Tinsley,"Oct 30, '01, IND @ NJN",23,11,547,14443,1759,4481,397,1326,737,1029,345,1605,3330,776,155,1375,1306,4652,.393,.299,.716,26.4,8.5,2.9,6.1,2002
66,63,Óscar Torres,"Oct 30, '01, HOU vs. ATL",25,2,82,1184,151,377,44,139,96,125,50,134,43,29,11,57,73,442,.401,.317,.768,14.4,5.4,1.6,0.5,2002
67,64,Jeff Trepagnier,"Nov 7, '01, CLE @ NYK",22,3,31,270,34,101,6,13,14,20,17,43,22,19,4,25,20,88,.337,.462,.700,8.7,2.8,1.4,0.7,2002
68,65,Ratko Varda,"Feb 12, '02, DET vs. PHO",22,1,1,6,2,3,0,0,1,1,0,1,0,0,0,1,3,5,.667,,1.000,6.0,5.0,1.0,0.0,2002
69,66,Gerald Wallace,"Oct 30, '01, SAC vs. SEA",19,14,832,24731,3516,7492,407,1303,2494,3517,1145,4838,1725,1200,681,1486,1829,9933,.469,.312,.709,29.7,11.9,5.8,2.1,2002
70,67,Earl Watson,"Oct 30, '01, SEA @ SAC",22,13,878,19494,2112,5139,502,1551,867,1233,462,1985,3871,873,176,1548,1755,5593,.411,.324,.703,22.2,6.4,2.3,4.4,2002
71,68,Rodney White,"Nov 1, '01, DET @ MEM",21,4,218,3354,617,1455,91,290,215,287,113,485,237,118,65,285,309,1540,.424,.314,.749,15.4,7.1,2.2,1.1,2002
72,69,Loren Woods,"Oct 30, '01, MIN vs. PHI",23,6,215,2428,208,496,1,7,138,215,263,682,74,55,128,138,278,555,.419,.143,.642,11.3,2.6,3.2,0.3,2002
0,1,Robert Archibald,"Nov 9, '02, MEM @ DEN",22,2,44,328,15,53,0,0,21,49,27,69,16,14,6,17,59,51,.283,,.429,7.5,1.2,1.6,0.4,2003
1,2,Maceo Baston,"Feb 12, '03, TOR vs. ATL",27,4,105,831,106,172,3,8,71,96,56,175,26,24,43,54,140,286,.616,.375,.740,7.9,2.7,1.7,0.2,2003
2,3,Mike Batiste,"Nov 1, '02, MEM @ DET",25,1,75,1248,197,467,18,81,69,88,82,257,52,42,16,69,120,481,.422,.222,.784,16.6,6.4,3.4,0.7,2003
3,4,Lonny Baxter,"Nov 1, '02, CHI vs. NOH",24,4,162,1884,247,530,1,5,142,216,178,477,40,37,59,108,324,637,.466,.200,.657,11.6,3.9,2.9,0.2,2003
4,5,Carlos Boozer,"Oct 29, '02, CLE @ SAC",21,13,861,26901,5847,11221,1,14,2281,3158,2037,8192,1928,765,346,1824,2612,13976,.521,.071,.722,31.2,16.2,9.5,2.2,2003
5,6,J.R. Bremer,"Oct 31, '02, BOS @ WAS",22,2,100,1946,214,622,120,360,98,131,27,181,215,56,7,83,112,646,.344,.333,.748,19.5,6.5,1.8,2.2,2003
6,7,Devin Brown,"Nov 4, '02, SAS @ MEM",24,8,465,9022,1174,2927,300,888,704,907,336,1288,679,263,58,505,747,3352,.401,.338,.776,19.4,7.2,2.8,1.5,2003
7,8,Pat Burke,"Oct 29, '02, ORL vs. PHI",29,3,127,1293,199,488,9,36,61,92,90,266,44,28,40,87,180,468,.408,.250,.663,10.2,3.7,2.1,0.3,2003
8,9,Caron Butler,"Oct 30, '02, MIA vs. ORL",22,14,881,28333,4596,10592,746,2144,2492,2942,1103,4387,2007,1163,216,1594,2129,12430,.434,.348,.847,32.2,14.1,5.0,2.3,2003
9,10,Rasual Butler,"Oct 30, '02, MIA vs. ORL",23,13,809,17219,2293,5686,911,2520,595,796,297,1934,658,288,408,528,1132,6092,.403,.362,.747,21.3,7.5,2.4,0.8,2003
10,11,Dan Dickau,"Oct 30, '02, ATL @ NJN",24,6,300,4617,608,1517,179,525,350,421,75,405,752,164,11,324,514,1745,.401,.341,.831,15.4,5.8,1.4,2.5,2003
11,12,Juan Dixon,"Oct 31, '02, WAS vs. BOS",24,7,436,8509,1400,3393,331,972,547,657,155,816,775,341,34,552,733,3678,.413,.341,.833,19.5,8.4,1.9,1.8,2003
12,13,Mike Dunleavy,"Oct 30, '02, GSW vs. SAS",22,15,986,27340,3935,8926,1304,3460,1874,2333,698,4211,2185,719,324,1369,1986,11048,.441,.377,.803,27.7,11.2,4.3,2.2,2003
13,14,Melvin Ely,"Nov 28, '02, LAC vs. NJN",24,9,375,6005,783,1702,0,3,426,682,448,1215,261,99,209,392,765,1992,.460,.000,.625,16.0,5.3,3.2,0.7,2003
14,15,Reggie Evans,"Oct 30, '02, SEA vs. PHO",22,13,809,15572,1107,2379,1,11,1074,2036,1984,5765,458,566,115,897,1895,3289,.465,.091,.528,19.2,4.1,7.1,0.6,2003
15,16,Dan Gadzuric,"Oct 30, '02, MIL @ PHI",24,10,527,7793,1049,2100,0,8,367,737,910,2326,196,242,448,357,1250,2465,.500,.000,.498,14.8,4.7,4.4,0.4,2003
16,17,Manu Ginóbili*,"Oct 29, '02, SAS @ LAL",25,16,1057,26859,4584,10262,1495,4055,3380,4089,685,3697,4001,1392,319,2116,2212,14043,.447,.369,.827,25.4,13.3,3.5,3.8,2003
17,18,Gordan Giriček,"Oct 30, '02, MEM vs. DAL",25,6,384,8824,1424,3225,289,786,533,648,167,941,584,222,47,517,749,3670,.442,.368,.823,23.0,9.6,2.5,1.5,2003
18,19,Drew Gooden,"Oct 30, '02, MEM vs. DAL",21,14,790,20127,3432,7435,88,342,1701,2239,1878,5618,896,544,474,1158,1957,8653,.462,.257,.760,25.5,11.0,7.1,1.1,2003
19,20,Marcus Haislip,"Nov 2, '02, MIL vs. ORL",22,4,89,854,125,286,7,20,54,82,51,131,16,15,34,39,100,311,.437,.350,.659,9.6,3.5,1.5,0.2,2003
20,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2003
21,21,Adam Harrington,"Nov 11, '02, DAL vs. POR",22,1,19,111,11,37,5,14,3,4,1,8,12,2,1,2,8,30,.297,.357,.750,5.8,1.6,0.4,0.6,2003
22,22,Junior Harrington,"Oct 30, '02, DEN @ MIN",22,3,140,3096,290,782,20,73,133,193,69,381,428,126,25,250,401,733,.371,.274,.689,22.1,5.2,2.7,3.1,2003
23,23,Juaquin Hawkins,"Oct 30, '02, HOU @ IND",29,1,58,685,57,148,10,24,10,20,16,78,47,29,6,29,57,134,.385,.417,.500,11.8,2.3,1.3,0.8,2003
24,24,Nenê,"Oct 30, '02, DEN @ MIN",20,17,965,25237,4175,7621,7,53,2552,3864,1688,5828,1719,1041,721,1688,2934,10909,.548,.132,.660,26.2,11.3,6.0,1.8,2003
25,25,Nate Huffman,"Dec 8, '02, TOR vs. POR",27,1,7,76,9,25,0,0,5,8,9,23,5,1,3,3,13,23,.360,,.625,10.9,3.3,3.3,0.7,2003
26,26,Ryan Humphrey,"Oct 29, '02, ORL vs. PHI",23,3,85,772,78,227,0,3,41,76,86,189,18,20,19,48,113,197,.344,.000,.539,9.1,2.3,2.2,0.2,2003
27,27,Casey Jacobsen,"Oct 30, '02, PHO @ SEA",21,4,287,5320,476,1210,209,594,327,425,118,516,304,121,24,210,372,1488,.393,.352,.769,18.5,5.2,1.8,1.1,2003
28,28,Marko Jarić,"Oct 30, '02, LAC vs. CLE",24,7,447,11246,1190,2944,289,840,524,718,274,1200,1600,583,128,708,967,3193,.404,.344,.730,25.2,7.1,2.7,3.6,2003
29,29,Chris Jefferies,"Nov 1, '02, TOR @ SAS",22,2,72,861,102,266,35,96,42,63,21,88,29,23,23,64,92,281,.383,.365,.667,12.0,3.9,1.2,0.4,2003
30,30,Jared Jeffries,"Oct 30, '02, WAS @ TOR",21,11,629,13579,1163,2728,73,292,604,1036,1166,2563,798,435,323,674,1529,3003,.426,.250,.583,21.6,4.8,4.1,1.3,2003
31,31,Ken Johnson,"Nov 16, '02, MIA @ WAS",24,1,16,156,15,37,0,0,2,6,4,32,0,1,12,6,20,32,.405,,.333,9.8,2.0,2.0,0.0,2003
32,32,Fred Jones,"Oct 30, '02, IND vs. HOU",23,7,430,10299,1090,2651,346,979,680,841,157,958,990,336,115,511,831,3206,.411,.353,.809,24.0,7.5,2.2,2.3,2003
33,33,Sean Lampley,"Dec 4, '02, MIA @ LAC",23,2,45,550,69,149,0,4,65,94,28,94,33,7,4,28,45,203,.463,.000,.691,12.2,4.5,2.1,0.7,2003
34,34,Tito Maddox,"Nov 29, '02, HOU @ SEA",21,1,9,35,3,12,0,3,5,8,1,7,5,3,1,3,4,11,.250,.000,.625,3.9,1.2,0.8,0.6,2003
35,35,Roger Mason,"Feb 21, '03, CHI @ ORL",22,10,518,9147,1196,2933,594,1549,303,350,78,897,677,189,75,370,709,3289,.408,.383,.866,17.7,6.3,1.7,1.3,2003
36,36,Yao Ming*,"Oct 30, '02, HOU @ IND",22,8,486,15818,3380,6445,2,10,2485,2984,1233,4494,769,189,920,1311,1596,9247,.524,.200,.833,32.5,19.0,9.2,1.6,2003
37,37,Ronald Murray,"Nov 2, '02, MIL vs. ORL",23,8,487,11077,1806,4360,328,1079,877,1210,192,1006,1096,404,100,742,795,4817,.414,.304,.725,22.7,9.9,2.1,2.3,2003
38,38,Boštjan Nachbar,"Oct 30, '02, HOU @ IND",22,6,317,5628,744,1834,325,867,439,560,126,836,283,135,84,280,698,2252,.406,.375,.784,17.8,7.1,2.6,0.9,2003
39,39,Mehmet Okur,"Nov 1, '02, DET vs. MEM",23,10,634,18429,3028,6615,596,1590,1909,2396,1261,4436,1089,329,453,991,1815,8561,.458,.375,.797,29.1,13.5,7.0,1.7,2003
40,40,Chris Owens,"Apr 15, '03, MEM @ HOU",23,1,1,6,2,3,0,0,0,0,1,1,0,0,0,1,0,4,.667,,,6.0,4.0,1.0,0.0,2003
41,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2003
42,41,Jannero Pargo,"Oct 29, '02, LAL vs. SAS",23,11,499,7449,1228,3140,400,1124,319,369,112,701,986,250,28,560,648,3175,.391,.356,.864,14.9,6.4,1.4,2.0,2003
43,42,Smush Parker,"Oct 29, '02, CLE @ SAC",21,5,274,7069,908,2129,289,838,364,514,119,659,791,336,44,496,606,2469,.426,.345,.708,25.8,9.0,2.4,2.9,2003
44,43,Tayshaun Prince,"Oct 30, '02, DET vs. NYK",22,14,1017,31576,4583,10082,569,1550,1537,2033,1125,4332,2406,571,500,1064,1251,11272,.455,.367,.756,31.0,11.1,4.3,2.4,2003
45,44,Igor Rakočević,"Nov 1, '02, MIN vs. ORL",24,1,42,244,22,58,5,12,29,36,4,17,33,4,0,23,25,78,.379,.417,.806,5.8,1.9,0.4,0.8,2003
46,45,Efthimios Rentzias,"Nov 8, '02, PHI vs. CLE",27,1,35,144,20,59,4,8,8,9,10,26,7,6,2,4,21,52,.339,.500,.889,4.1,1.5,0.7,0.2,2003
47,46,Antoine Rigaudeau,"Jan 19, '03, DAL @ SEA",31,1,11,91,8,35,1,5,0,0,4,8,6,3,0,6,11,17,.229,.200,,8.3,1.5,0.7,0.5,2003
48,47,Guy Rucker,"Nov 2, '02, GSW @ UTA",25,1,3,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,,1.3,0.0,0.3,0.3,2003
49,48,Kareem Rush,"Oct 29, '02, LAL vs. SAS",22,7,346,5956,876,2189,288,805,173,246,104,572,353,150,74,298,459,2213,.400,.358,.703,17.2,6.4,1.7,1.0,2003
50,49,John Salmons,"Oct 29, '02, PHI @ ORL",23,13,895,23672,3007,6979,726,1986,1552,1942,435,2603,2183,756,239,1185,1667,8292,.431,.366,.799,26.4,9.3,2.9,2.4,2003
51,50,Jamal Sampson,"Jan 25, '03, MIL vs. DEN",19,5,72,631,53,108,0,1,36,67,80,242,26,9,32,33,91,142,.491,.000,.537,8.8,2.0,3.4,0.4,2003
52,51,Predrag Savović,"Nov 20, '02, DEN vs. UTA",26,1,27,256,29,93,4,26,21,29,9,25,22,14,1,21,33,83,.312,.154,.724,9.5,3.1,0.9,0.8,2003
53,52,Paul Shirley,"Jan 14, '03, ATL @ MIL",25,3,18,121,15,38,0,1,3,7,9,19,7,1,1,10,12,33,.395,.000,.429,6.7,1.8,1.1,0.4,2003
54,53,Tamar Slay,"Oct 30, '02, NJN vs. ATL",22,3,66,517,73,202,13,49,14,26,24,70,31,26,4,39,71,173,.361,.265,.538,7.8,2.6,1.1,0.5,2003
55,54,Amar'e Stoudemire,"Oct 30, '02, PHO @ SEA",20,14,846,26254,5911,11009,30,127,4142,5444,2029,6632,1050,636,1054,1953,2685,15994,.537,.236,.761,31.0,18.9,7.8,1.2,2003
56,55,Cezary Trybański,"Nov 15, '02, MEM vs. MIN",23,2,22,101,5,24,0,0,5,12,6,15,1,1,7,10,16,15,.208,,.417,4.6,0.7,0.7,0.0,2003
57,56,Nikoloz Tskitishvili,"Oct 30, '02, DEN @ MIN",19,4,172,1946,190,626,43,183,84,115,109,307,114,46,50,126,227,507,.304,.235,.730,11.3,2.9,1.8,0.7,2003
58,57,Dajuan Wagner,"Nov 26, '02, CLE vs. SAC",19,4,103,2202,354,967,92,287,164,213,29,142,195,69,14,136,212,964,.366,.321,.770,21.4,9.4,1.4,1.9,2003
59,58,Jiří Welsch,"Oct 30, '02, GSW vs. SAS",23,4,247,4596,516,1280,118,344,369,491,120,602,375,187,15,262,394,1519,.403,.343,.752,18.6,6.1,2.4,1.5,2003
60,59,Chris Wilcox,"Oct 30, '02, LAC vs. CLE",20,11,628,12474,2101,3884,0,18,948,1474,970,3076,455,322,246,705,1517,5150,.541,.000,.643,19.9,8.2,4.9,0.7,2003
61,60,Mike Wilks,"Dec 27, '02, ATL vs. SAS",23,7,233,2240,217,540,34,106,123,166,57,228,271,82,10,117,215,591,.402,.321,.741,9.6,2.5,1.0,1.2,2003
62,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2003
63,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2003
64,61,Frank Williams,"Nov 1, '02, NYK @ PHI",22,3,86,952,92,261,24,80,45,54,13,77,166,34,11,83,87,253,.352,.300,.833,11.1,2.9,0.9,1.9,2003
65,62,Jay Williams,"Oct 30, '02, CHI @ BOS",21,1,75,1961,273,685,65,202,103,161,27,195,350,86,17,171,179,714,.399,.322,.640,26.1,9.5,2.6,4.7,2003
66,63,Qyntel Woods,"Oct 30, '02, POR vs. LAL",21,4,167,2060,281,621,35,98,94,156,107,385,105,71,28,138,226,691,.452,.357,.603,12.3,4.1,2.3,0.6,2003
67,64,Vincent Yarbrough,"Dec 3, '02, DEN @ GSW",21,1,59,1381,168,428,21,78,49,62,36,162,130,57,33,81,145,406,.393,.269,.790,23.4,6.9,2.7,2.2,2003
0,1,Carmelo Anthony,"Oct 29, '03, DEN vs. SAS",19,19,1260,43514,10119,22643,1731,4873,6320,7764,1983,7808,3422,1223,644,3052,3543,28289,.447,.355,.814,34.5,22.5,6.2,2.7,2004
1,2,Marcus Banks,"Oct 29, '03, BOS vs. MIA",22,8,348,5571,741,1715,125,382,454,591,100,519,728,266,57,436,674,2061,.432,.327,.768,16.0,5.9,1.5,2.1,2004
2,3,Leandro Barbosa,"Nov 12, '03, PHO vs. ATL",21,14,850,18386,3403,7409,988,2556,1241,1511,319,1720,1775,693,121,1061,1651,9035,.459,.387,.821,21.6,10.6,2.0,2.1,2004
3,4,Matt Barnes,"Jan 19, '04, LAC vs. SAC",23,14,929,21967,2788,6388,982,2931,1031,1384,1066,4281,1691,714,444,1172,2353,7589,.436,.335,.745,23.6,8.2,4.6,1.8,2004
4,5,Jerome Beasley,"Oct 29, '03, MIA @ BOS",23,1,2,5,1,3,0,0,0,0,0,1,0,0,0,0,0,2,.333,,,2.5,1.0,0.5,0.0,2004
5,6,Troy Bell,"Dec 13, '03, MEM vs. NJN",23,1,6,34,4,18,0,4,3,3,3,4,4,1,0,6,6,11,.222,.000,1.000,5.7,1.8,0.7,0.7,2004
6,7,Steve Blake,"Oct 29, '03, WAS @ CHI",23,13,870,20823,2061,5145,1037,2709,503,646,250,1816,3446,587,63,1222,1287,5662,.401,.383,.779,23.9,6.5,2.1,4.0,2004
7,8,Keith Bogans,"Nov 7, '03, ORL vs. MIN",23,11,671,14527,1482,3759,714,2020,579,809,391,1817,866,429,68,574,1223,4257,.394,.353,.716,21.6,6.3,2.7,1.3,2004
8,9,Curtis Borchardt,"Nov 8, '03, UTA vs. MEM",23,2,83,1117,96,228,0,1,66,89,99,278,64,14,46,70,200,258,.421,.000,.742,13.5,3.1,3.3,0.8,2004
9,10,Chris Bosh*,"Oct 29, '03, TOR vs. NJN",19,13,893,31936,6209,12581,305,910,4466,5591,1927,7592,1795,730,932,1807,2159,17189,.494,.335,.799,35.8,19.2,8.5,2.0,2004
10,11,Torraye Braggs,"Oct 30, '03, HOU vs. DEN",27,2,22,178,19,40,0,0,8,12,25,51,7,4,2,15,33,46,.475,,.667,8.1,2.1,2.3,0.3,2004
11,12,Žarko Čabarkapa,"Oct 28, '03, PHO @ SAS",22,3,150,1550,234,548,24,88,148,202,98,312,85,33,25,119,221,640,.427,.273,.733,10.3,4.3,2.1,0.6,2004
12,13,Matt Carroll,"Nov 7, '03, POR @ SEA",23,10,459,7590,1030,2496,344,896,609,724,147,863,313,223,60,297,704,3013,.413,.384,.841,16.5,6.6,1.9,0.7,2004
13,14,Maurice Carter,"Feb 2, '04, LAL @ IND",27,1,10,110,11,35,4,11,16,20,2,11,4,0,0,9,10,42,.314,.364,.800,11.0,4.2,1.1,0.4,2004
14,15,Brian Cook,"Dec 28, '03, LAL vs. BOS",23,9,421,5649,915,2083,262,686,220,281,308,1115,252,135,134,252,789,2312,.439,.382,.783,13.4,5.5,2.6,0.6,2004
15,16,Omar Cook,"Feb 4, '04, POR @ PHO",22,2,22,213,17,51,0,5,3,6,5,13,46,16,1,16,20,37,.333,.000,.500,9.7,1.7,0.6,2.1,2004
16,17,Marquis Daniels,"Oct 28, '03, DAL @ LAL",23,10,548,11707,1772,3933,103,439,672,932,521,1552,966,509,137,644,882,4319,.451,.235,.721,21.4,7.9,2.8,1.8,2004
17,18,Josh Davis,"Mar 10, '04, ATL @ MIL",23,4,67,498,56,150,23,70,21,29,49,115,19,17,5,21,70,156,.373,.329,.724,7.4,2.3,1.7,0.3,2004
18,19,Boris Diaw,"Oct 29, '03, ATL @ NOH",21,14,1064,28768,3805,7711,475,1413,1054,1470,1258,4634,3684,648,510,1897,2269,9139,.493,.336,.717,27.0,8.6,4.4,3.5,2004
19,20,Kaniel Dickens,"Dec 20, '03, POR vs. SAS",25,3,19,85,8,20,3,9,3,4,5,12,2,2,2,3,9,22,.400,.333,.750,4.5,1.2,0.6,0.1,2004
20,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2004
21,21,Ronald Dupree,"Jan 7, '04, CHI @ MIA",23,6,157,1758,218,510,5,13,114,204,116,339,100,57,29,90,252,555,.427,.385,.559,11.2,3.5,2.2,0.6,2004
22,22,Ndudi Ebi,"Nov 1, '03, MIN vs. TOR",19,2,19,86,17,35,0,1,6,13,8,19,4,1,5,6,13,40,.486,.000,.462,4.5,2.1,1.0,0.2,2004
23,23,Francisco Elson,"Oct 29, '03, DEN vs. SAS",27,9,472,7207,725,1517,3,16,273,390,497,1638,260,228,255,355,1000,1726,.478,.188,.700,15.3,3.7,3.5,0.6,2004
24,24,Desmond Ferguson,"Mar 31, '04, POR @ BOS",26,1,7,32,5,12,3,8,0,2,0,4,1,0,0,1,0,13,.417,.375,.000,4.6,1.9,0.6,0.1,2004
25,25,T.J. Ford,"Oct 31, '03, MIL @ IND",20,8,429,11882,1829,4223,127,439,1012,1242,296,1331,2495,496,55,1047,972,4797,.433,.289,.815,27.7,11.2,3.1,5.8,2004
26,26,Richie Frahm,"Oct 30, '03, SEA vs. LAC",26,4,140,1473,178,433,95,267,51,63,36,164,83,37,10,35,122,502,.411,.356,.810,10.5,3.6,1.2,0.6,2004
27,27,Hiram Fuller,"Feb 27, '04, ATL @ DET",22,1,4,43,3,8,0,0,2,6,4,11,2,0,1,4,5,8,.375,,.333,10.8,2.0,2.8,0.5,2004
28,28,Reece Gaines,"Oct 29, '03, ORL @ NYK",23,3,71,605,48,148,7,26,20,33,9,53,50,17,3,26,40,123,.324,.269,.606,8.5,1.7,0.7,0.7,2004
29,29,Alex Garcia,"Jan 5, '04, SAS @ DEN",23,2,10,159,19,59,5,18,4,6,7,15,18,6,1,9,15,47,.322,.278,.667,15.9,4.7,1.5,1.8,2004
30,30,Willie Green,"Oct 28, '03, PHI vs. MIA",22,12,731,14783,2417,5682,517,1494,708,925,242,1303,1018,393,108,705,1259,6059,.425,.346,.765,20.2,8.3,1.8,1.4,2004
